Unnamed: 0,specfile,id,OBJECT,cgm_name,gal_ra,gal_dec,z,OII_flux,OII_flux_sig,OII_LQ,Hbeta_flux,Hbeta_flux_sig,Hbeta_LQ,OIII_flux,OIII_flux_sig,OIII_LQ,Halpha_flux,Halpha_flux_sig,Halpha_LQ,NII_flux,NII_flux_sig,NII_LQ,SIIa_flux,SIIa_flux_sig,SIIa_LQ,SIIb_flux,SIIb_flux_sig,SIIb_LQ,Comment,Distance,Luminosity_Ha,Luminosity_Hb,SFR_Ha,SFR_Hb,O3HB,N2,O3N2,Z_low,Z_up,R23
Joe,J022612.15+001357.5.fits,J022612.15+001357.5._03,J0226+0015,J0226+0015_201_99,36.55062103,0.2326299995,0.3532369,1.34e-16,5.04e-18,1,6.99e-17,2.41e-18,1.0,1.14e-16,2.26e-18,1.0,1.34e-16,2.92e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,5.791717089779814e+27,5.648450686251123e+40,8.426898287247813e+40,0.4462276042138387,0.6657249646925771,1.6309012875536482,-99.0,-99.0,-99.0,-99.0,3.547925608011445
Joe,J022612.18+001407.3.fits,J022612.18+001407.3._01,J0226+0015,J0226+0015_203_89,36.55076981,0.2353499979,0.4739671,9.97e-17,2.94e-18,1,5.34e-17,1.5e-18,1.0,9.79e-17,1.83e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,8.198971511364131e+27,-99.0,1.2901372327829877e+41,-99.0,1.0192084138985602,1.8333333333333333,-99.0,-99.0,-99.0,-99.0,3.7003745318352057
Joe,J022612.18+001506.0.fits,J022612.18+001506.0._01,J0226+0015,J0226+0015_235_42,36.55075073,0.2516799867,0.3494243,1.19e-16,5.9e-18,1,4.59e-17,2.51e-18,1.0,5.11e-17,2.4e-18,1.0,1.52e-16,1.85e-18,1.0,-99.0,-99.0,-99.0,3.77e-17,1.64e-18,1,-99.0,-99.0,-99,,5.718751237553277e+27,6.246774988466877e+40,5.39499434102632e+40,0.4934952240888833,0.4262045529410793,1.1132897603485838,-99.0,-99.0,-99.0,-99.0,3.705882352941177
Joe,J022613.33+001358.7.fits,J022613.33+001358.7._01,J0226+0015,J0226+0015_191_93,36.55553055,0.2329699993,0.6095467,1.27e-16,2.9e-18,1,3.52e-17,2.19e-18,1.0,4.91e-17,1.39e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.110319986833164e+28,-99.0,1.559605922920331e+41,-99.0,1.2320886791070613,1.3948863636363638,-99.0,-99.0,-99.0,-99.0,5.002840909090909
Joe,J022614.39+001620.4.fits,J022614.39+001620.4._02,J0226+0015,J0226+0015_359_51,36.55997849,0.2723299861,0.3618539,1.21e-16,3.54e-18,1,5.33e-17,1.35e-18,1.0,8.5e-17,1.55e-18,1.0,1.42e-16,1.13e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,5.957351312129406e+27,6.332929186196398e+40,6.798444079474692e+40,0.5003014057095154,0.5370770822785006,1.5947467166979363,-99.0,-99.0,-99.0,-99.0,3.8649155722326456
Joe,J022614.58+001351.4.fits,J022614.58+001351.4._03,J0226+0015,J0226+0015_179_98,36.56074905,0.2309499979,0.2928785,-99,-99.0,0,4.36e-17,3.3e-18,0.0,6.47e-17,3.05e-18,1.0,4.59e-17,1.56e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,4.660231662302095e+27,1.2526725534885201e+40,3.4031210616515145e+40,0.09896113172559308,0.2688465638704696,1.4839449541284402,-99.0,-99.0,-99.0,-99.0,-99
Joe,J022616.82+001624.7.fits,J022616.82+001624.7._01,J0226+0015,J0226+0015_33_65,36.5700798,0.2735399902,0.5590382,4.77e-17,1.4e-18,1,1.57e-17,5.99e-19,1.0,5e-17,1.09e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.998489207590699e+27,-99.0,5.640846917184904e+40,-99.0,0.4456269064576074,3.184713375796178,-99.0,-99.0,-99.0,-99.0,6.222929936305731
Joe,J022617.54+001834.5.fits,J022617.54+001834.5._01,J0226+0015,J0226+0015_14_190,36.57307053,0.3095799983,0.39951,-99,-99.0,-99,3.26e-17,1.79e-18,1.0,4.24e-17,1.63e-18,1.0,7.48e-17,7.94e-19,1.0,8.85e-18,6.46e-19,1.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,6.692663480893189e+27,4.2102650676804757e+40,5.247971575538193e+40,0.3326109403467576,0.4145897544675172,1.3006134969325154,0.11831550802139038,1.0411065836914295,8.396845893218742,-99.0,-99
Joe,J022617.99+001447.5.fits,J022617.99+001447.5._02,J0226+0015,J0226+0015_129_68,36.57495117,0.2465199977,0.29762,-99,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,Wrong redshift?,4.74724868805845e+27,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J022619.99+001435.3.fits,J022619.99+001435.3._02,J0226+0015,J0226+0015_123_99,36.58327103,0.2431499958,0.4566662,1.48e-16,4.54e-18,1,4.1e-17,1.6e-18,1.0,6.04e-17,1.93e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,7.843001497389981e+27,-99.0,9.064092934625788e+40,-99.0,0.7160633418354372,1.4731707317073173,-99.0,-99.0,-99.0,-99.0,5.082926829268293
Joe,J022622.00+001642.3.fits,J022622.00+001642.3._01,J0226+0015,J0226+0015_57_134,36.59167862,0.2784300148,0.2282329,-99,-99.0,-99,2.62e-16,7.29e-18,1.0,1.59e-15,1.57e-17,1.0,1.33e-15,9.96e-18,1.0,9.98e-16,8.67e-18,1.0,2.69e-16,6.78e-18,1,2.34e-16,6.69e-18,1,,3.507292796923185e+27,2.055916876651208e+41,1.158300476700965e+41,1.6241743325544544,0.9150573765937623,6.068702290076335,0.7503759398496241,0.9078169326804206,8.439498581542265,-99.0,-99
Joe,J080852.41+461747.5.fits,J080852.41+461747.5._03,J0809+4619,J0809+4619_239_190,122.2183914,46.29653931,0.1900968,-99,-99.0,-99,4.7e-17,1.61e-18,1.0,1.05e-16,1.79e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,2.857692909656733e+27,-99.0,1.379446525489029e+40,-99.0,0.1089762755136333,2.2340425531914896,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080859.67+462048.0.fits,J080859.67+462048.0._04,J0809+4619,J0809+4619_313_120,122.2486191,46.34666824,0.2017999,9.37e-17,1.12e-17,1,1.94e-17,1.54e-18,1.0,3.69e-17,1.55e-18,1.0,9.3e-17,9.02e-19,1.0,1.22e-17,8.39e-19,2.0,1.66e-17,4.9e-19,1,1.39e-17,4.38e-19,1,,3.054539347254824e+27,1.0903960268758797e+40,6.50532614571842e+39,0.0861412861231945,0.05139207655117552,1.9020618556701032,0.13118279569892474,1.1613477541080213,8.358368718685433,-99.0,-99
Joe,J080901.07+462153.4.fits,J080901.07+462153.4._03,J0809+4619,J0809+4619_334_165,122.2544403,46.36483002,0.22297,-99,-99.0,-99,-99.0,-99.0,2.0,1.35e-16,1.89e-18,1.0,-99.0,-99.0,2.0,-99.0,-99.0,2.0,4.8e-17,5.12e-19,2,3.49e-17,4.14e-19,2,,3.4162591782150123e+27,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080901.51+462029.7.fits,J080901.51+462029.7._02,J0809+4619,J0809+4619_313_94,122.2563019,46.34157181,0.1415522,-99,-99.0,-99,4.1e-17,2e-18,1.0,5.14e-17,2.2e-18,1.0,-99.0,-99.0,2.0,3.83e-17,6.14e-19,1.0,3.74e-17,5.03e-19,1,2.52e-17,5.71e-19,1,,2.0656531879961273e+27,-99.0,6.287450357171737e+39,-99.0,0.04967085782165672,1.2536585365853659,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080901.64+461903.3.fits,J080901.64+461903.3._01,J0809+4619,J0809+4619_252_71,122.2568207,46.31758881,0.1472912,-99,-99.0,-99,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,9.03e-17,2.25e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,2.1571878332859837e+27,5.2804816610532066e+39,-99.0,0.04171580512232033,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080903.95+462000.0.fits,J080903.95+462000.0._03,J0809+4619,J0809+4619_308_55,122.2664719,46.33332062,0.3396703,-99,-99.0,-99,1.04e-17,4.22e-19,1.0,3.02e-18,3e-19,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,5.532977892638276e+27,-99.0,1.1442662966876055e+40,-99.0,0.09039703743832082,0.2903846153846154,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080903.96+461952.5.fits,J080903.96+461952.5._02,J0809+4619,J0809+4619_302_51,122.2664871,46.33124924,0.6450314,1.11e-16,1.42e-18,1,2.89e-17,7.07e-19,1.0,2.22e-17,2.88e-19,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.1894389200092512e+28,-99.0,1.469460884411591e+41,-99.0,1.160874098685157,0.7681660899653979,-99.0,-99.0,-99.0,-99.0,4.608996539792388
Joe,J080903.97+461911.9.fits,J080903.97+461911.9._04,J0809+4619,J0809+4619_252_45,122.2665329,46.31996918,0.4899354,3.19e-17,1.54e-18,0,1.19e-17,7.65e-19,1.0,2.04e-17,4.4e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,8.530607876268997e+27,-99.0,3.1123097783894913e+40,-99.0,0.2458724724927698,1.7142857142857142,-99.0,-99.0,-99.0,-99.0,4.394957983193277
Joe,J080904.33+461854.9.fits,J080904.33+461854.9._01,J0809+4619,J0809+4619_232_50,122.2680588,46.31526184,0.0745307,-99,-99.0,-99,-99.0,-99.0,-99.0,7.12e-17,2.49e-18,1.0,4.11e-17,6.35e-19,2.0,-99.0,-99.0,-99.0,6.5e-18,3.88e-19,1,3.17e-18,5.82e-19,1,,1.0403288839428044e+27,5.589757906593683e+38,-99.0,0.004415908746209009,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080905.28+461944.8.fits,J080905.28+461944.8._01,J0809+4619,J0809+4619_303_35,122.2720108,46.32910919,0.5216943,1.67e-16,2.27e-18,1,4.47e-17,8.13e-19,1.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.198757815890194e+27,-99.0,1.3593828613012816e+41,-99.0,1.0739124604280124,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080906.99+461859.1.fits,J080906.99+461859.1._03,J0809+4619,J0809+4619_204_29,122.2791214,46.31642151,0.6453107,5.19e-17,1.23e-18,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.1900664295994523e+28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080907.49+461857.9.fits,J080907.49+461857.9._01,J0809+4619,J0809+4619_193_29,122.2812195,46.31607056,0.30687,1.69e-16,9.07e-18,0,-99.0,-99.0,2.0,4e-17,1.04e-18,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,4.917940919356916e+27,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080908.10+462053.4.fits,J080908.10+462053.4._04,J0809+4619,J0809+4619_360_88,122.2837677,46.34817886,0.1993183,-99,-99.0,-99,2.62e-17,1.15e-18,1.0,5.11e-17,1.11e-18,1.0,5.82e-17,6.65e-19,2.0,-99.0,-99.0,-99.0,3.66e-18,3.73e-19,1,4.37e-18,3.3e-19,0,,3.012611605025508e+27,6.637723203232868e+39,8.546011599048886e+39,0.052438013305539655,0.0675134916324862,1.9503816793893132,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080909.03+462012.7.fits,J080909.03+462012.7._01,J0809+4619,J0809+4619_11_48,122.2876434,46.33684921,0.56319,6.68e-17,1.78e-18,1,-99.0,-99.0,-99.0,2.98e-17,8.68e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.0088313468313082e+28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080910.70+461648.6.fits,J080910.70+461648.6._03,J0809+4619,J0809+4619_170_159,122.2945709,46.28017044,0.5308259,2.06e-17,1.59e-18,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.392931641889975e+27,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080912.38+461901.2.fits,J080912.38+461901.2._02,J0809+4619,J0809+4619_119_50,122.3015671,46.31700897,0.51522,1.05e-16,3.24e-18,1,1.12e-16,1.76e-18,0.0,5.65e-17,1.11e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.061640642315262e+27,-99.0,3.30527493733222e+41,-99.0,2.6111672004924538,0.5044642857142858,-99.0,-99.0,-99.0,-99.0,1.4419642857142858
Joe,J080912.98+461846.3.fits,J080912.98+461846.3._02,J0809+4619,J0809+4619_128_64,122.3040848,46.31285095,0.04596,-99,-99.0,-99,4.25e-16,7.64e-18,1.0,-99.0,-99.0,2.0,-99.0,-99.0,2.0,-99.0,-99.0,2.0,2.17e-16,1.9e-18,1,1.66e-16,1.49e-18,1,,6.28650711211108e+26,-99.0,6.036478381686992e+39,-99.0,0.04768817921532723,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080913.42+462053.3.fits,J080913.42+462053.3._01,J0809+4619,J0809+4619_32_103,122.3059235,46.34814835,0.1202273,-99,-99.0,-99,3.28e-17,1.52e-18,1.0,-99.0,-99.0,2.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,3.76e-18,4.1e-19,1,2.24e-18,2.83e-19,0,,1.730603509863005e+27,-99.0,3.530570606645745e+39,-99.0,0.027891507792501387,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080913.54+461954.1.fits,J080913.54+461954.1._02,J0809+4619,J0809+4619_63_63,122.3063965,46.33169937,0.520371,4.1e-17,9.71e-19,1,5.59e-18,2.2e-19,1.0,1.99e-17,3.06e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.170694660230352e+27,-99.0,1.6896321811023468e+40,-99.0,0.13348094230708538,3.559928443649374,-99.0,-99.0,-99.0,-99.0,10.894454382826476
Joe,J080913.68+462032.5.fits,J080913.68+462032.5._04,J0809+4619,J0809+4619_41_88,122.3069992,46.34235001,0.5325854,4.36e-17,1.4e-18,1,1.53e-17,4.5e-19,1.0,1.75e-17,3.96e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.430449490602915e+27,-99.0,4.890261855765116e+40,-99.0,0.3863306866054441,1.1437908496732025,-99.0,-99.0,-99.0,-99.0,3.9934640522875813
Joe,J080914.29+461822.0.fits,J080914.29+461822.0._01,J0809+4619,J0809+4619_135_90,122.3095322,46.30612183,0.03964,-99,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,5.3971625401564765e+26,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080914.36+462015.3.fits,J080914.36+462015.3._03,J0809+4619,J0809+4619_52_81,122.3098297,46.33758163,0.58041,3.88e-16,5.35e-18,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.0462770444936192e+28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080914.57+461655.7.fits,J080914.57+461655.7._04,J0809+4619,J0809+4619_156_164,122.3107071,46.28213882,0.19106,-99,-99.0,-99,4.39e-17,1.45e-18,1.0,5.07e-17,1.37e-18,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,2.873809068699181e+27,-99.0,1.3030354742329073e+40,-99.0,0.10293980246439968,1.1548974943052392,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080916.16+462034.8.fits,J080916.16+462034.8._02,J0809+4619,J0809+4619_50_108,122.3173294,46.3429985,0.5328298,3.84e-17,9.85e-19,1,1.64e-17,3.83e-19,1.0,1.34e-17,3.19e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.435663480249689e+27,-99.0,5.247647231072373e+40,-99.0,0.4145641312547174,0.8170731707317074,-99.0,-99.0,-99.0,-99.0,3.158536585365854
Joe,J080917.09+462018.0.fits,J080917.09+462018.0._02,J0809+4619,J0809+4619_61_106,122.3211899,46.33832169,0.4547493,8.04e-17,2.99e-18,1,4.28e-17,7.62e-19,1.0,1.92e-17,9.05e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,7.803777901194473e+27,-99.0,9.367624365782219e+40,-99.0,0.7400423248967952,0.4485981308411215,-99.0,-99.0,-99.0,-99.0,2.3271028037383177
Joe,J080918.23+462003.8.fits,J080918.23+462003.8._01,J0809+4619,J0809+4619_70_111,122.3259583,46.3343811,0.619048,2.68e-17,1.13e-18,1,-99.0,-99.0,-99.0,1.54e-17,4.13e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.131385674237428e+28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080918.25+461934.8.fits,J080918.25+461934.8._02,J0809+4619,J0809+4619_85_105,122.3260574,46.32632828,0.5301171,4.75e-17,2.16e-18,1,3.72e-17,8.22e-19,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.377827343872932e+27,-99.0,1.1757725108175488e+41,-99.0,0.9288602835458635,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080918.30+461849.1.fits,J080918.30+461849.1._03,J0809+4619,J0809+4619_109_112,122.3262711,46.31364822,0.5460023,3.88e-17,1.27e-18,1,1.66e-17,4.43e-19,1.0,3.18e-17,6.04e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.717631711856983e+27,-99.0,5.633844510593036e+40,-99.0,0.44507371633684983,1.9156626506024095,-99.0,-99.0,-99.0,-99.0,4.253012048192771
Joe,J080918.56+462004.3.fits,J080918.56+462004.3._03,J0809+4619,J0809+4619_70_115,122.3273163,46.33452988,0.5209032,9.85e-17,1.63e-18,1,2.9e-17,5.91e-19,1.0,4.13e-17,5.3e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,9.181978693901293e+27,-99.0,8.787117958409581e+40,-99.0,0.6941823187143569,1.4241379310344826,-99.0,-99.0,-99.0,-99.0,4.820689655172413
Joe,J080919.08+461822.7.fits,J080919.08+461822.7._01,J0809+4619,J0809+4619_119_130,122.3295135,46.30630112,0.5856453,8.17e-17,1.19e-18,2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,1.0577215487045123e+28,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080920.17+461921.0.fits,J080920.17+461921.0._03,J0809+4619,J0809+4619_92_125,122.334053,46.32249069,0.2277593,4.81e-17,5.77e-18,0,-99.0,-99.0,-99.0,1.21e-17,7.83e-19,1.0,7.41e-18,4.19e-19,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,3.499082920287782e+27,1.1400831861692653e+39,-99.0,0.009006657170737196,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99
Joe,J080922.68+461807.1.fits,J080922.68+461807.1._01,J0809+4619,J0809+4619_118_170,122.3444977,46.30197906,0.4060064,8.24e-17,3.34e-18,1,2.07e-17,6.26e-19,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99,,6.821369887619957e+27,-99.0,3.461700111309056e+40,-99.0,0.27347430879341544,-99.0,-99.0,-99.0,-99.0,-99.0,-99
